"sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black","gpaletter"
1110,77,3.3499999,188,56.119,2.0899999,"FALSE","FALSE","TRUE","FALSE","C"
940,45,3.3699999,139,41.246,2.55,"FALSE","TRUE","TRUE","FALSE","B"
1020,42,2.6700001,30,11.236,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
970,47,1.2,12,10,2.3099999,"FALSE","TRUE","TRUE","FALSE","C"
960,14,1.25,6,4.8,3.0699999,"FALSE","TRUE","TRUE","FALSE","B"
1060,45,3.6400001,77,21.154,2.97,"FALSE","TRUE","TRUE","FALSE","B"
980,100,3.8900001,38,9.769,2.79,"FALSE","TRUE","TRUE","FALSE","B"
1070,69,4.9099998,127,25.866,2.26,"TRUE","FALSE","TRUE","FALSE","C"
1040,68,3.76,63,16.755,1.8,"FALSE","FALSE","TRUE","FALSE","C"
1000,107,2.5999999,100,38.462,2.8499999,"FALSE","TRUE","TRUE","FALSE","B"
990,102,4.3299999,145,33.487,2.4200001,"FALSE","TRUE","TRUE","FALSE","C"
1000,50,5.0900002,112,22.004,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
1180,75,2.45,10,4.082,3.6800001,"FALSE","TRUE","TRUE","FALSE","A"
1200,48,0.1,4,40,2.02,"FALSE","TRUE","TRUE","FALSE","C"
1080,17,3.6600001,74,20.219,2.05,"FALSE","TRUE","TRUE","FALSE","C"
1150,52,0.88,4,4.545,3.6700001,"FALSE","FALSE","TRUE","FALSE","A"
1110,112,4.6300001,159,34.341,3.4300001,"FALSE","TRUE","TRUE","FALSE","B"
1120,41,5.5100002,331,39.079,1.6799999,"FALSE","FALSE","TRUE","FALSE","C"
1090,15,3.8399999,219,57.031,2.4000001,"FALSE","FALSE","TRUE","FALSE","C"
1310,117,1.64,4,2.439,3.05,"FALSE","FALSE","TRUE","FALSE","B"
1080,46,0.88999999,12,13.483,2.5799999,"FALSE","FALSE","TRUE","FALSE","B"
1090,50,2.9100001,51,6.892,2.4000001,"FALSE","TRUE","TRUE","FALSE","C"
1020,53,4.71,153,20.676,1.9,"FALSE","TRUE","TRUE","FALSE","C"
1080,49,2.1900001,16,7.306,3.22,"FALSE","TRUE","TRUE","FALSE","B"
960,75,3.1099999,96,30.868,2.77,"FALSE","FALSE","TRUE","FALSE","B"
860,13,0.1,6,60,2.3800001,"FALSE","TRUE","TRUE","FALSE","C"
1050,16,0.1,3,30,2.8099999,"FALSE","FALSE","TRUE","FALSE","B"
1060,50,4.1700001,68,16.307,3.22,"FALSE","FALSE","TRUE","FALSE","B"
1190,80,1.22,36,29.508,2.1600001,"FALSE","FALSE","TRUE","FALSE","C"
1000,47,2.48,93,37.5,2.6300001,"FALSE","FALSE","TRUE","FALSE","B"
1180,35,2.48,54,21.774,2.54,"FALSE","FALSE","TRUE","FALSE","B"
1020,48,1.75,27,15.429,1.95,"FALSE","FALSE","TRUE","FALSE","C"
1060,48,0.1,5,50,2.29,"FALSE","FALSE","TRUE","FALSE","C"
1000,45,3.8499999,89,23.117,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
1010,81,2.3900001,73,30.544,2.3699999,"FALSE","TRUE","TRUE","FALSE","C"
1160,77,2.98,81,27.181,2.9000001,"FALSE","FALSE","TRUE","FALSE","B"
1300,83,4.0799999,92,22.549,2.3,"FALSE","TRUE","TRUE","FALSE","C"
1010,48,0.86000001,10,11.628,3.0799999,"FALSE","FALSE","TRUE","FALSE","B"
970,46,3.1600001,31,9.81,3.5999999,"FALSE","TRUE","TRUE","FALSE","A"
1210,17,4.5599999,26,5.702,4,"FALSE","FALSE","TRUE","FALSE","A"
1030,16,3.6300001,127,34.986,3.3699999,"FALSE","TRUE","TRUE","FALSE","B"
1230,15,3.6300001,7,1.928,3.3299999,"FALSE","FALSE","TRUE","FALSE","B"
980,46,1.85,13,7.027,2.73,"FALSE","TRUE","TRUE","FALSE","B"
1110,17,2.6600001,75,28.195,2.1700001,"FALSE","FALSE","TRUE","FALSE","C"
950,95,0.80000001,13,16.25,2.6300001,"FALSE","FALSE","TRUE","FALSE","B"
1180,48,0.49000001,8,16.327,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
1040,67,0.050000001,3,60,2.0799999,"FALSE","FALSE","TRUE","FALSE","C"
1290,50,2.5,9,3.6,3.9200001,"FALSE","TRUE","TRUE","FALSE","A"
1010,108,1.61,64,39.752,2.25,"FALSE","FALSE","TRUE","FALSE","C"
980,46,1,26,26,2.0999999,"FALSE","TRUE","TRUE","FALSE","C"
970,13,1.09,26,23.853,1.6900001,"FALSE","TRUE","TRUE","FALSE","C"
1180,82,0.80000001,14,17.5,3.4100001,"FALSE","TRUE","TRUE","FALSE","B"
1340,46,3.5,4,1.143,4,"FALSE","FALSE","TRUE","FALSE","A"
1170,17,4.3000002,47,10.93,3.47,"FALSE","TRUE","TRUE","FALSE","B"
1230,105,3.25,9,2.769,3.4000001,"FALSE","TRUE","TRUE","FALSE","B"
920,85,3.5999999,158,43.889,2.0999999,"FALSE","FALSE","TRUE","FALSE","C"
1030,111,1.3,12,9.231,2.96,"FALSE","TRUE","TRUE","FALSE","B"
920,111,1.3,11,8.462,2.99,"FALSE","TRUE","TRUE","FALSE","B"
1140,43,2.73,15,5.495,3.2,"FALSE","TRUE","TRUE","FALSE","B"
810,14,3.1099999,132,42.444,1.14,"FALSE","FALSE","TRUE","FALSE","D"
1180,10,3.1099999,14,4.502,1.2,"FALSE","FALSE","TRUE","FALSE","D"
1020,42,0.050000001,4,80,1.8,"FALSE","FALSE","TRUE","FALSE","C"
1010,111,4.0300002,105,26.055,2.4300001,"FALSE","FALSE","TRUE","FALSE","C"
1090,15,3.3399999,88,26.347,2.8,"FALSE","FALSE","TRUE","FALSE","B"
1010,115,1.67,87,52.096,2.0699999,"TRUE","FALSE","TRUE","FALSE","C"
870,15,3,12,4,3,"FALSE","TRUE","TRUE","FALSE","B"
760,49,1.54,2,1.299,2.79,"FALSE","TRUE","FALSE","TRUE","B"
1050,74,3.0899999,27,8.738,2,"FALSE","FALSE","TRUE","FALSE","C"
1020,115,3.6300001,26,7.163,3.48,"FALSE","TRUE","TRUE","FALSE","B"
1030,18,3.3099999,158,47.734,1.61,"FALSE","FALSE","TRUE","FALSE","C"
860,118,2.3900001,61,25.523,2.6700001,"FALSE","TRUE","TRUE","FALSE","B"
970,86,2.3900001,10,4.184,3.47,"FALSE","FALSE","TRUE","FALSE","B"
880,16,1.88,44,23.404,2.1800001,"FALSE","FALSE","TRUE","FALSE","C"
1230,85,2.49,1,0.402,3.8699999,"FALSE","FALSE","TRUE","FALSE","A"
1090,96,2.3900001,38,15.9,3,"FALSE","FALSE","TRUE","FALSE","B"
930,121,1.1799999,15,12.712,2.45,"FALSE","FALSE","TRUE","FALSE","C"
1300,45,2.97,44,14.815,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
1170,117,1.9299999,4,2.073,3.28,"FALSE","FALSE","TRUE","FALSE","B"
1010,12,0.91000003,60,65.934,1.75,"TRUE","FALSE","TRUE","FALSE","C"
1030,68,0.73000002,60,82.192,2.3900001,"FALSE","FALSE","TRUE","FALSE","C"
1020,16,0.91000003,16,17.582,3.5,"FALSE","TRUE","TRUE","FALSE","A"
910,15,0.91000003,74,81.319,2.5999999,"FALSE","TRUE","TRUE","FALSE","B"
900,17,1.54,44,28.571,2.26,"FALSE","FALSE","TRUE","FALSE","C"
1230,107,5.9099998,51,8.629,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
950,85,6.0799999,35,5.757,2.8399999,"FALSE","FALSE","TRUE","FALSE","B"
1220,79,4.3600001,5,1.147,3.9200001,"FALSE","TRUE","TRUE","FALSE","A"
990,16,5.3000002,110,20.755,1.62,"FALSE","FALSE","TRUE","FALSE","C"
1040,14,5.4299998,164,30.203,2,"FALSE","TRUE","TRUE","FALSE","C"
990,63,0.5,46,92,1.74,"FALSE","FALSE","TRUE","FALSE","C"
940,80,3.73,17,4.558,2.2,"FALSE","TRUE","TRUE","FALSE","C"
1120,52,4.4299998,14,3.16,2.8399999,"FALSE","FALSE","TRUE","FALSE","B"
980,126,4.3400002,61,14.055,2.9300001,"FALSE","FALSE","TRUE","FALSE","B"
1040,110,3.04,14,4.605,3.5699999,"FALSE","TRUE","TRUE","FALSE","A"
1080,80,3.1900001,40,12.539,2.5699999,"FALSE","TRUE","TRUE","FALSE","B"
1030,16,1.85,35,18.919,3.1800001,"FALSE","FALSE","TRUE","FALSE","B"
830,15,2.4300001,28,11.523,1.66,"FALSE","FALSE","TRUE","FALSE","C"
1080,54,1.9299999,26,13.472,2.98,"FALSE","TRUE","TRUE","FALSE","B"
860,17,3.79,155,40.897,2.29,"FALSE","TRUE","TRUE","FALSE","C"
1040,14,5.6700001,97,17.108,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
690,116,1.29,9,6.977,2.6400001,"FALSE","TRUE","TRUE","FALSE","B"
1160,17,3.6199999,5,1.381,3.6400001,"FALSE","TRUE","TRUE","FALSE","A"
900,48,3.75,101,26.933,1.75,"FALSE","FALSE","TRUE","FALSE","C"
1280,84,2.1300001,12,5.634,2.9100001,"FALSE","FALSE","TRUE","FALSE","B"
740,15,2.3199999,63,27.155,1.13,"TRUE","TRUE","TRUE","FALSE","D"
1010,29,2.1199999,45,21.226,1.51,"FALSE","FALSE","TRUE","FALSE","C"
900,18,2,56,28,3,"FALSE","TRUE","TRUE","FALSE","B"
1210,84,1.89,5,2.646,3.3,"FALSE","TRUE","TRUE","FALSE","B"
980,78,3.51,53,15.1,1.73,"FALSE","FALSE","TRUE","FALSE","C"
850,43,5.0500002,69,13.663,2.5999999,"FALSE","TRUE","TRUE","FALSE","B"
1020,40,5.0500002,70,13.861,2.77,"FALSE","FALSE","TRUE","FALSE","B"
1010,13,5.0999999,154,30.196,1.6900001,"FALSE","FALSE","TRUE","FALSE","C"
960,12,5.0999999,43,8.431,3.1600001,"FALSE","FALSE","TRUE","FALSE","B"
930,48,5.0500002,75,14.851,2.9300001,"FALSE","TRUE","TRUE","FALSE","B"
1130,75,4.9200001,66,13.415,2.48,"FALSE","FALSE","TRUE","FALSE","C"
950,14,5.0999999,90,17.647,2.28,"FALSE","TRUE","TRUE","FALSE","C"
1160,44,5.0500002,33,6.535,2.75,"FALSE","TRUE","TRUE","FALSE","B"
830,111,4.4400001,96,21.622,3.2,"FALSE","TRUE","TRUE","FALSE","B"
1160,16,5.0999999,55,10.784,3.3099999,"FALSE","TRUE","TRUE","FALSE","B"
950,17,4.4000001,13,2.955,3.4100001,"FALSE","FALSE","TRUE","FALSE","B"
980,74,2.5999999,86,33.077,2.3699999,"TRUE","FALSE","TRUE","FALSE","C"
880,17,1.77,12,6.78,3.05,"TRUE","FALSE","TRUE","FALSE","B"
1090,13,0.56,30,53.571,3.3,"FALSE","FALSE","TRUE","FALSE","B"
940,68,0.1,3,30,3.0699999,"FALSE","FALSE","TRUE","FALSE","B"
1120,42,0.1,5,50,2.45,"FALSE","FALSE","TRUE","FALSE","C"
930,48,4,135,33.75,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
970,43,0.1,4,40,3.0899999,"FALSE","FALSE","TRUE","FALSE","B"
930,15,0.1,4,40,1.86,"FALSE","TRUE","TRUE","FALSE","C"
1170,41,0.1,2,20,2.97,"FALSE","TRUE","TRUE","FALSE","B"
1220,18,3.1300001,8,2.556,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
1140,17,2.21,3,1.357,3.8199999,"FALSE","TRUE","TRUE","FALSE","A"
880,16,4.5500002,89,19.56,1.6799999,"FALSE","TRUE","TRUE","FALSE","C"
1130,94,1.59,51,32.075,1.91,"FALSE","FALSE","TRUE","FALSE","C"
880,16,1.42,27,19.014,1.5,"FALSE","TRUE","TRUE","FALSE","C"
1030,108,1.59,7,4.403,3.05,"FALSE","TRUE","TRUE","FALSE","B"
1010,13,1.42,31,21.831,2,"FALSE","FALSE","TRUE","FALSE","C"
1120,17,2.8099999,5,1.779,3.52,"FALSE","FALSE","TRUE","FALSE","A"
810,84,2.3800001,12,5.042,2.78,"FALSE","TRUE","TRUE","FALSE","B"
1160,49,2.78,4,1.439,3.6099999,"FALSE","FALSE","TRUE","FALSE","A"
1110,14,2.5999999,63,24.231,2.78,"FALSE","TRUE","TRUE","FALSE","B"
1370,73,2.6199999,13,4.962,3.23,"FALSE","FALSE","TRUE","FALSE","B"
950,114,2.47,26,10.526,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
960,92,2.6500001,42,15.849,3.03,"TRUE","FALSE","TRUE","FALSE","B"
1310,15,1.6799999,6,3.571,3.46,"FALSE","TRUE","TRUE","FALSE","B"
1030,14,2.73,59,21.612,0.85000002,"FALSE","FALSE","TRUE","FALSE","D"
1160,42,3.8900001,36,9.254,2.02,"FALSE","FALSE","TRUE","FALSE","C"
1180,15,2.46,44,17.886,3.0599999,"FALSE","FALSE","TRUE","FALSE","B"
1080,17,4.04,63,15.594,1.17,"FALSE","FALSE","TRUE","FALSE","D"
950,13,1.59,18,11.321,2.8399999,"FALSE","FALSE","TRUE","FALSE","B"
1170,14,1.71,4,2.339,3.28,"FALSE","FALSE","TRUE","FALSE","B"
790,79,4.02,64,15.92,2.5899999,"FALSE","TRUE","TRUE","FALSE","B"
940,73,6,281,46.833,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
1090,38,6.5,71,10.923,1.92,"FALSE","FALSE","TRUE","FALSE","C"
1280,101,6,54,9,3.3900001,"FALSE","TRUE","TRUE","FALSE","B"
1270,116,6,1,0.167,3.8399999,"FALSE","FALSE","TRUE","FALSE","A"
1090,11,5.4699998,269,37.361,2.54,"FALSE","TRUE","TRUE","FALSE","B"
1360,108,4.5900002,1,0.218,3.97,"FALSE","TRUE","TRUE","FALSE","A"
1320,119,4.5900002,17,3.704,3.21,"FALSE","FALSE","TRUE","FALSE","B"
910,15,4.8400002,133,27.479,3.0599999,"FALSE","FALSE","TRUE","FALSE","B"
880,40,1.7,31,18.235,2.0699999,"FALSE","FALSE","TRUE","FALSE","C"
1110,50,1.26,9,7.143,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
990,72,1.61,30,18.634,2.2,"FALSE","FALSE","TRUE","FALSE","C"
1250,49,4.6900001,1,0.213,4,"FALSE","FALSE","TRUE","FALSE","A"
770,43,1.37,22,16.058,2.1099999,"FALSE","FALSE","TRUE","FALSE","C"
890,17,1.83,22,12.022,2.8800001,"FALSE","FALSE","TRUE","FALSE","B"
1220,113,1.72,15,8.721,3,"FALSE","FALSE","TRUE","FALSE","B"
1220,84,2.25,5,2.222,3.21,"FALSE","FALSE","TRUE","FALSE","B"
1130,13,6.6300001,276,41.629,2.53,"FALSE","FALSE","TRUE","FALSE","B"
970,17,6.6300001,212,31.976,2.23,"FALSE","FALSE","TRUE","FALSE","C"
1230,56,3.03,35,5.185,3.0699999,"FALSE","TRUE","TRUE","FALSE","B"
1050,89,5.9499998,59,9.916,2.3299999,"FALSE","TRUE","TRUE","FALSE","C"
1350,48,2.1099999,7,1.037,3.8499999,"FALSE","FALSE","TRUE","FALSE","A"
870,44,5.5100002,259,38.37,2.22,"FALSE","FALSE","TRUE","FALSE","C"
890,50,3.45,59,8.741,3.3599999,"FALSE","TRUE","TRUE","FALSE","B"
970,15,0.74000001,2,2.703,3.8,"FALSE","FALSE","TRUE","FALSE","A"
1220,50,4.2199998,95,22.512,3.0999999,"FALSE","FALSE","TRUE","FALSE","B"
1040,62,4.8200002,27,5.602,3.04,"FALSE","FALSE","TRUE","FALSE","B"
920,105,4.7399998,244,51.477,2.8299999,"TRUE","FALSE","TRUE","FALSE","B"
940,46,0.1,3,30,2.6900001,"FALSE","TRUE","TRUE","FALSE","B"
1060,38,1.21,18,14.876,2.78,"FALSE","TRUE","TRUE","FALSE","B"
720,10,1.14,31,27.193,1.4,"FALSE","TRUE","TRUE","FALSE","D"
900,95,1.99,52,26.131,2.1600001,"TRUE","FALSE","TRUE","FALSE","C"
980,13,0.72000003,2,2.778,4,"FALSE","TRUE","TRUE","FALSE","A"
1000,14,0.72000003,6,8.333,3.0699999,"FALSE","TRUE","TRUE","FALSE","B"
1270,18,2.0999999,7,3.333,3.6600001,"FALSE","FALSE","TRUE","FALSE","A"
990,77,1.96,6,3.061,2.1199999,"FALSE","FALSE","TRUE","FALSE","C"
1000,14,2.6600001,43,16.165,2.4200001,"FALSE","FALSE","TRUE","FALSE","C"
1240,19,4.5599999,56,12.281,2.21,"FALSE","FALSE","TRUE","FALSE","C"
1010,121,4.75,145,30.526,2.02,"TRUE","FALSE","FALSE","TRUE","C"
1300,80,2.6500001,4,1.509,3.3800001,"FALSE","FALSE","TRUE","FALSE","B"
1360,18,2.4100001,35,14.523,2.8299999,"FALSE","FALSE","TRUE","FALSE","B"
910,47,2.29,36,15.721,2.51,"FALSE","TRUE","TRUE","FALSE","B"
930,100,1.39,7,5.036,2.3599999,"FALSE","TRUE","TRUE","FALSE","C"
970,112,2.25,15,6.667,2.45,"FALSE","FALSE","TRUE","FALSE","C"
960,46,2.3499999,32,13.617,2.8,"FALSE","FALSE","TRUE","FALSE","B"
940,92,3.3499999,11,3.284,2.97,"FALSE","TRUE","TRUE","FALSE","B"
830,64,1.92,67,34.896,1.7,"FALSE","FALSE","TRUE","FALSE","C"
1120,126,2.3299999,23,9.871,2.0999999,"FALSE","FALSE","TRUE","FALSE","C"
1130,53,1.95,4,2.051,2.71,"FALSE","FALSE","TRUE","FALSE","B"
980,50,2.6500001,17,6.415,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
790,18,2.76,68,24.638,1.05,"FALSE","FALSE","TRUE","FALSE","D"
1030,48,3.26,26,7.975,2.79,"FALSE","FALSE","TRUE","FALSE","B"
990,82,3.6199999,20,5.525,2.74,"FALSE","TRUE","TRUE","FALSE","B"
880,50,3.26,19,5.828,2.9400001,"FALSE","TRUE","TRUE","FALSE","B"
970,96,1.84,27,14.674,2.28,"TRUE","FALSE","FALSE","TRUE","C"
960,46,1.7,27,15.882,1.73,"TRUE","FALSE","TRUE","FALSE","C"
1230,15,4.8099999,48,9.979,3.53,"FALSE","FALSE","TRUE","FALSE","A"
970,15,2.8499999,73,25.614,2.26,"FALSE","TRUE","TRUE","FALSE","C"
930,78,3.1600001,57,18.038,2.8900001,"FALSE","TRUE","TRUE","FALSE","B"
1110,86,3.48,102,29.31,3,"FALSE","FALSE","TRUE","FALSE","B"
1100,63,3.6099999,99,27.424,2.74,"FALSE","FALSE","TRUE","FALSE","B"
1310,116,6.0900002,19,3.12,3.6600001,"FALSE","FALSE","TRUE","FALSE","A"
990,83,2.1600001,8,3.704,3.0999999,"FALSE","TRUE","TRUE","FALSE","B"
950,117,3.02,1,0.331,2.97,"FALSE","FALSE","TRUE","FALSE","B"
1190,109,0.79000002,46,58.228,2.95,"FALSE","TRUE","TRUE","FALSE","B"
1120,74,4.2199998,98,23.223,2.55,"FALSE","TRUE","TRUE","FALSE","B"
1240,118,4.25,37,8.706,3.46,"FALSE","FALSE","TRUE","FALSE","B"
1040,13,2.0999999,45,21.429,4,"FALSE","FALSE","TRUE","FALSE","A"
880,61,2.0799999,107,51.442,1.6,"FALSE","TRUE","TRUE","FALSE","C"
1060,15,6.5700002,141,21.461,3.0599999,"TRUE","FALSE","TRUE","FALSE","B"
1010,16,6.5599999,266,40.549,2.8099999,"FALSE","TRUE","FALSE","FALSE","B"
1090,44,3.1500001,38,12.063,2.4000001,"FALSE","TRUE","TRUE","FALSE","C"
1220,74,3.1199999,3,0.962,3.21,"FALSE","TRUE","TRUE","FALSE","B"
1120,15,2.78,4,1.439,4,"FALSE","FALSE","TRUE","FALSE","A"
1160,52,2.1500001,26,12.093,3.26,"FALSE","FALSE","TRUE","FALSE","B"
950,45,4.79,49,10.23,3.1300001,"FALSE","TRUE","TRUE","FALSE","B"
1140,41,2.3299999,107,45.923,2.29,"FALSE","FALSE","TRUE","FALSE","C"
1010,44,1.24,50,40.323,2.45,"FALSE","TRUE","TRUE","FALSE","C"
1140,17,1.45,51,35.172,3.23,"FALSE","TRUE","TRUE","FALSE","B"
1140,14,3.48,32,9.195,3.0699999,"TRUE","FALSE","TRUE","FALSE","B"
910,13,2.8499999,52,18.246,2.53,"FALSE","FALSE","TRUE","FALSE","B"
1040,49,5.3600001,28,5.224,3.4400001,"FALSE","TRUE","TRUE","FALSE","B"
1300,51,1.05,1,0.952,3.05,"FALSE","TRUE","TRUE","FALSE","B"
1130,17,1.42,35,24.648,3.1700001,"FALSE","TRUE","TRUE","FALSE","B"
1200,46,1.24,15,12.097,2.6700001,"FALSE","FALSE","TRUE","FALSE","B"
1170,17,1.3,6,4.615,3.8199999,"FALSE","FALSE","TRUE","FALSE","A"
910,11,4.2600002,156,36.62,4,"FALSE","FALSE","TRUE","FALSE","A"
1010,12,2.3900001,43,17.992,1.91,"TRUE","FALSE","TRUE","FALSE","C"
850,15,2.8199999,37,13.121,3.73,"FALSE","FALSE","TRUE","FALSE","A"
1000,63,1.39,12,8.633,3.1400001,"FALSE","TRUE","TRUE","FALSE","B"
970,15,3.1600001,173,54.747,2.73,"FALSE","FALSE","TRUE","FALSE","B"
1200,15,3.1900001,91,28.527,3.26,"FALSE","FALSE","TRUE","FALSE","B"
930,82,2.6800001,50,18.657,2.9200001,"FALSE","TRUE","TRUE","FALSE","B"
1160,18,0.51999998,5,9.615,3.05,"FALSE","TRUE","TRUE","FALSE","B"
870,45,2.1400001,7,3.271,2.8,"FALSE","TRUE","TRUE","FALSE","B"
980,45,3.77,151,40.053,2.6600001,"FALSE","FALSE","TRUE","FALSE","B"
1260,76,0.87,11,12.644,3.47,"FALSE","FALSE","TRUE","FALSE","B"
910,84,4.3099999,8,1.856,3.52,"FALSE","TRUE","TRUE","FALSE","A"
1010,53,1.97,18,9.137,2.26,"FALSE","FALSE","TRUE","FALSE","C"
1020,13,1.35,60,44.444,1.3,"FALSE","FALSE","TRUE","FALSE","D"
910,15,3.48,177,50.862,2.8599999,"TRUE","FALSE","TRUE","FALSE","B"
1160,47,4.6300001,32,6.911,3.1199999,"FALSE","FALSE","TRUE","FALSE","B"
860,16,1.96,35,17.857,2.6199999,"FALSE","FALSE","TRUE","FALSE","B"
920,112,2.3,20,8.696,3.8499999,"FALSE","FALSE","TRUE","FALSE","A"
960,15,1.09,52,47.706,1.26,"FALSE","TRUE","TRUE","FALSE","D"
760,74,1.73,47,27.168,2.3499999,"FALSE","TRUE","TRUE","FALSE","C"
1000,16,4.8899999,98,20.041,2.72,"FALSE","FALSE","TRUE","FALSE","B"
820,113,0.94,43,45.745,3.1199999,"TRUE","FALSE","TRUE","FALSE","B"
1000,15,2.96,64,21.622,1.6,"FALSE","TRUE","TRUE","FALSE","C"
1300,78,2.46,80,32.52,3.1700001,"FALSE","FALSE","TRUE","FALSE","B"
1140,17,2.49,1,0.402,4,"FALSE","FALSE","TRUE","FALSE","A"
1190,44,3.03,22,7.261,2.97,"FALSE","TRUE","TRUE","FALSE","B"
710,12,1.6900001,16,9.467,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
1080,105,2.8800001,81,28.125,2.4000001,"FALSE","FALSE","TRUE","FALSE","C"
1330,61,4.79,20,4.175,3,"FALSE","FALSE","TRUE","FALSE","B"
1120,47,6.5799999,88,13.374,3.46,"FALSE","TRUE","TRUE","FALSE","B"
920,86,6.1799998,123,19.903,2.8199999,"FALSE","TRUE","TRUE","FALSE","B"
920,110,4.0700002,29,7.125,3.1500001,"FALSE","TRUE","TRUE","FALSE","B"
1060,120,4.3899999,32,7.289,2.8900001,"FALSE","TRUE","TRUE","FALSE","B"
940,45,1.79,49,27.374,2.04,"TRUE","FALSE","TRUE","FALSE","C"
720,12,4.1300001,290,34.118,1,"TRUE","FALSE","TRUE","FALSE","D"
1130,116,0.77999997,56,71.795,2.9400001,"FALSE","FALSE","TRUE","FALSE","B"
1070,52,4.3499999,25,5.747,3.9400001,"FALSE","FALSE","TRUE","FALSE","A"
1050,13,4.5799999,86,18.777,1.92,"FALSE","TRUE","TRUE","FALSE","C"
970,13,1.9,37,19.474,3.0699999,"FALSE","FALSE","TRUE","FALSE","B"
1130,17,6.0900002,82,13.465,2.3499999,"FALSE","TRUE","TRUE","FALSE","C"
910,80,2.95,20,6.78,2.45,"FALSE","TRUE","TRUE","FALSE","C"
1180,15,4.8899999,165,22.388,2.2,"FALSE","TRUE","TRUE","FALSE","C"
670,118,3.1500001,231,73.333,2.02,"TRUE","FALSE","FALSE","TRUE","C"
1180,16,1.64,25,15.244,2,"FALSE","FALSE","TRUE","FALSE","C"
1310,81,1.9299999,1,0.518,3.3399999,"FALSE","FALSE","TRUE","FALSE","B"
1020,79,4.0799999,64,15.686,2.98,"FALSE","TRUE","TRUE","FALSE","B"
1210,17,4.8600001,60,12.346,3.6400001,"FALSE","FALSE","TRUE","FALSE","A"
1070,114,4.6100001,77,16.703,3.23,"FALSE","TRUE","TRUE","FALSE","B"
1020,51,4.6799998,75,16.026,3.47,"TRUE","TRUE","TRUE","FALSE","B"
880,111,4.3499999,96,22.069,2.72,"FALSE","TRUE","TRUE","FALSE","B"
1140,14,0.89999998,4,4.444,3.78,"FALSE","TRUE","TRUE","FALSE","A"
920,43,3.8599999,91,23.575,2.02,"FALSE","TRUE","TRUE","FALSE","C"
1100,17,2.1099999,13,6.161,3.29,"FALSE","FALSE","TRUE","FALSE","B"
1040,73,2.9200001,85,29.11,2.5,"TRUE","FALSE","TRUE","FALSE","B"
1150,78,5.0100002,73,14.571,2.47,"FALSE","FALSE","TRUE","FALSE","C"
940,17,4.6700001,100,21.413,1.9400001,"FALSE","TRUE","TRUE","FALSE","C"
870,81,0.38999999,28,71.795,2,"FALSE","TRUE","TRUE","FALSE","C"
1110,109,4.9099998,71,14.46,2.9000001,"FALSE","TRUE","TRUE","FALSE","B"
1070,48,6.0900002,71,11.658,1.97,"FALSE","TRUE","TRUE","FALSE","C"
1050,126,1.65,35,21.212,3.46,"FALSE","FALSE","TRUE","FALSE","B"
1140,86,1.24,16,12.903,3.3900001,"FALSE","TRUE","TRUE","FALSE","B"
1250,101,2.46,62,25.203,2.45,"FALSE","FALSE","TRUE","FALSE","C"
890,12,1.5,104,69.333,2,"FALSE","TRUE","TRUE","FALSE","C"
990,55,1.45,13,8.966,3.3599999,"FALSE","FALSE","TRUE","FALSE","B"
1100,82,1.86,37,19.892,2.9200001,"FALSE","FALSE","TRUE","FALSE","B"
1070,15,2.1900001,17,7.763,3.9300001,"FALSE","FALSE","TRUE","FALSE","A"
990,89,1.52,58,38.158,2.55,"FALSE","TRUE","TRUE","FALSE","B"
1210,17,2.5799999,24,9.302,2.8199999,"FALSE","FALSE","TRUE","FALSE","B"
1150,17,2.49,36,14.458,3,"FALSE","FALSE","TRUE","FALSE","B"
1060,49,2.3299999,12,5.15,3.6099999,"FALSE","TRUE","TRUE","FALSE","A"
1090,14,3.0899999,92,29.773,2.71,"FALSE","FALSE","TRUE","FALSE","B"
1030,97,3.8399999,129,33.594,2.01,"TRUE","FALSE","TRUE","FALSE","C"
1090,110,3.9200001,195,28.139,2.75,"FALSE","FALSE","TRUE","FALSE","B"
990,66,1.5599999,26,16.667,2.5999999,"FALSE","FALSE","TRUE","FALSE","B"
1020,17,5.6199999,230,40.925,2.52,"FALSE","TRUE","TRUE","FALSE","B"
1100,75,2.76,98,35.507,2.3399999,"FALSE","FALSE","TRUE","FALSE","C"
1110,42,5.1900001,233,44.894,1.92,"FALSE","FALSE","TRUE","FALSE","C"
1040,14,5.54,202,36.462,1.85,"FALSE","TRUE","TRUE","FALSE","C"
1120,17,3.3800001,54,15.976,3.4100001,"FALSE","FALSE","TRUE","FALSE","B"
